lambda,f1
0.0,0.6222222222222222
0.013793103448275864,0.900804289544236
0.027586206896551727,0.8704663212435233
0.04137931034482759,0.8512820512820515
0.055172413793103454,0.8320413436692506
0.06896551724137932,0.7989417989417991
0.08275862068965519,0.7762803234501346
0.09655172413793105,0.7637362637362636
0.11034482758620691,0.734806629834254
0.12413793103448277,0.7298050139275767
0.13793103448275865,0.7175141242937854
0.1517241379310345,0.6976744186046512
0.16551724137931037,0.7000000000000001
0.17931034482758623,0.7041420118343196
0.1931034482758621,0.7048192771084337
0.20689655172413796,0.7009063444108761
0.22068965517241382,0.6951219512195121
0.23448275862068968,0.691358024691358
0.24827586206896554,0.6873065015479876
0.2620689655172414,0.6791277258566979
0.2758620689655173,0.670846394984326
0.2896551724137931,0.6708860759493671
0.303448275862069,0.6624203821656051
0.31724137931034485,0.6624203821656051
0.33103448275862074,0.6581469648562301
0.3448275862068966,0.6516129032258065
0.35862068965517246,0.6451612903225805
0.3724137931034483,0.6601941747572816
0.3862068965517242,0.6601941747572816
0.4,0.6381578947368421
