lambda,f1
0.0,0.3249516441005803
0.013793103448275864,0.4258555133079848
0.027586206896551727,0.5068285280728377
0.04137931034482759,0.5773913043478262
0.055172413793103454,0.6159554730983303
0.06896551724137932,0.6386233269598469
0.08275862068965519,0.6392156862745099
0.09655172413793105,0.6403162055335968
0.11034482758620691,0.6598778004073319
0.12413793103448277,0.6422764227642276
0.13793103448275865,0.643298969072165
0.1517241379310345,0.6229508196721311
0.16551724137931037,0.6150627615062761
0.17931034482758623,0.6025641025641026
0.1931034482758621,0.591792656587473
0.20689655172413796,0.5461847389558232
0.22068965517241382,0.5254582484725051
0.23448275862068968,0.5237113402061856
0.24827586206896554,0.5228215767634854
0.2620689655172414,0.5147679324894515
0.2758620689655173,0.4967880085653106
0.2896551724137931,0.5021645021645021
0.303448275862069,0.5043478260869564
0.31724137931034485,0.4944812362030905
0.33103448275862074,0.48017621145374445
0.3448275862068966,0.4663677130044843
0.35862068965517246,0.46396396396396394
0.3724137931034483,0.46501128668171565
0.3862068965517242,0.46501128668171565
0.4,0.46759259259259256
