lambda,f1
0.0,0.8704663212435233
0.013793103448275864,0.9155313351498637
0.027586206896551727,0.8421052631578948
0.04137931034482759,0.8097560975609757
0.055172413793103454,0.7864077669902914
0.06896551724137932,0.7707317073170733
0.08275862068965519,0.7616707616707616
0.09655172413793105,0.7543424317617867
0.11034482758620691,0.746268656716418
0.12413793103448277,0.735
0.13793103448275865,0.712468193384224
0.1517241379310345,0.6974358974358974
0.16551724137931037,0.6891191709844559
0.17931034482758623,0.6892950391644909
0.1931034482758621,0.6822916666666667
0.20689655172413796,0.6805194805194805
0.22068965517241382,0.6701846965699209
0.23448275862068968,0.6737400530503977
0.24827586206896554,0.6595174262734584
0.2620689655172414,0.6486486486486487
0.2758620689655173,0.6395663956639567
0.2896551724137931,0.6280991735537191
0.303448275862069,0.6284153005464481
0.31724137931034485,0.6246575342465753
0.33103448275862074,0.6187845303867403
0.3448275862068966,0.6089385474860335
0.35862068965517246,0.6106442577030813
0.3724137931034483,0.601123595505618
0.3862068965517242,0.601123595505618
0.4,0.5932203389830509
