lambda,f1
0.0,1.0
0.013793103448275864,0.9056603773584906
0.027586206896551727,0.8549618320610688
0.04137931034482759,0.8341708542713568
0.055172413793103454,0.8220551378446115
0.06896551724137932,0.7880299251870323
0.08275862068965519,0.7750000000000001
0.09655172413793105,0.7711442786069651
0.11034482758620691,0.7642679900744417
0.12413793103448277,0.755
0.13793103448275865,0.7531172069825437
0.1517241379310345,0.7368421052631579
0.16551724137931037,0.7344913151364764
0.17931034482758623,0.7299999999999999
0.1931034482758621,0.7121212121212123
0.20689655172413796,0.7058823529411765
0.22068965517241382,0.703125
0.23448275862068968,0.6981627296587927
0.24827586206896554,0.7034120734908136
0.2620689655172414,0.6912928759894459
0.2758620689655173,0.6878306878306879
0.2896551724137931,0.6878306878306879
0.303448275862069,0.6844919786096256
0.31724137931034485,0.6829268292682927
0.33103448275862074,0.684931506849315
0.3448275862068966,0.684931506849315
0.35862068965517246,0.6869806094182824
0.3724137931034483,0.6869806094182824
0.3862068965517242,0.6908077994428969
0.4,0.6852367688022284
