lambda,f1
0.0,0.05101558809636278
0.1111111111111111,0.8350515463917526
0.2222222222222222,0.9541284403669724
0.3333333333333333,0.9066666666666666
0.4444444444444444,0.6244725738396625
0.5555555555555556,0.22950819672131148
0.6666666666666666,0.09411764705882353
0.7777777777777777,0.012269938650306747
0.8888888888888888,0.0
1.0,0.0
