lambda,f1
0.0,0.15841584158415845
0.010344827586206896,0.2222222222222222
0.020689655172413793,0.30476190476190473
0.03103448275862069,0.39751552795031053
0.041379310344827586,0.5289256198347108
0.05172413793103448,0.6213592233009708
0.06206896551724138,0.6701570680628273
0.07241379310344828,0.7272727272727273
0.08275862068965517,0.7441860465116279
0.09310344827586206,0.7485380116959064
0.10344827586206896,0.7529411764705882
0.11379310344827587,0.7485380116959064
0.12413793103448276,0.7529411764705882
0.13448275862068965,0.7485380116959064
0.14482758620689656,0.7485380116959064
0.15517241379310345,0.7441860465116279
0.16551724137931034,0.7441860465116279
0.17586206896551723,0.735632183908046
0.18620689655172412,0.735632183908046
0.19655172413793104,0.7314285714285714
0.20689655172413793,0.7314285714285714
0.21724137931034482,0.7314285714285714
0.22758620689655173,0.7314285714285714
0.23793103448275862,0.7272727272727273
0.2482758620689655,0.7272727272727273
0.25862068965517243,0.7272727272727273
0.2689655172413793,0.7272727272727273
0.2793103448275862,0.7272727272727273
0.2896551724137931,0.7272727272727273
0.3,0.7231638418079096
