lambda,f1
0.0,0.34594594594594597
0.010344827586206896,0.4338983050847458
0.020689655172413793,0.547008547008547
0.03103448275862069,0.6632124352331606
0.041379310344827586,0.7485380116959064
0.05172413793103448,0.8311688311688311
0.06206896551724138,0.888888888888889
0.07241379310344828,0.9343065693430657
0.08275862068965517,0.9481481481481481
0.09310344827586206,0.955223880597015
0.10344827586206896,0.9624060150375939
0.11379310344827587,0.9696969696969697
0.12413793103448276,0.9696969696969697
0.13448275862068965,0.9696969696969697
0.14482758620689656,0.9696969696969697
0.15517241379310345,0.9696969696969697
0.16551724137931034,0.9696969696969697
0.17586206896551723,0.9696969696969697
0.18620689655172412,0.9696969696969697
0.19655172413793104,0.9770992366412213
0.20689655172413793,0.9770992366412213
0.21724137931034482,0.9770992366412213
0.22758620689655173,0.9770992366412213
0.23793103448275862,0.9770992366412213
0.2482758620689655,0.9770992366412213
0.25862068965517243,0.9770992366412213
0.2689655172413793,0.9770992366412213
0.2793103448275862,0.9770992366412213
0.2896551724137931,0.9770992366412213
0.3,0.9770992366412213
