sample_scaling,F1
1.0,0.9585933068633011
1.6896551724137931,0.9565464356716842
2.3793103448275863,0.9604551920341394
3.0689655172413794,0.9623717217787914
3.7586206896551726,0.9649472784269023
4.448275862068966,0.9626248216833094
5.137931034482759,0.9657338663620788
5.827586206896552,0.9665618748213776
6.517241379310345,0.9668192219679633
7.206896551724139,0.9646723646723647
7.8965517241379315,0.9658314350797266
8.586206896551724,0.9648872395089922
9.275862068965518,0.9646723646723647
9.965517241379311,0.9657142857142856
10.655172413793103,0.9651627641347802
11.344827586206897,0.9646320593268682
12.03448275862069,0.9646118721461187
12.724137931034484,0.964357000285144
13.413793103448278,0.9641025641025641
14.10344827586207,0.9649672457989177
14.793103448275863,0.9648671808054842
15.482758620689657,0.9641434262948207
16.17241379310345,0.9654778887303852
16.862068965517242,0.9640820980615735
17.551724137931036,0.9646522234891676
18.24137931034483,0.9654778887303852
18.931034482758623,0.9643366619115549
19.620689655172416,0.9646118721461187
20.310344827586206,0.9641230068337129
21.0,0.9646320593268682
