sample_scaling,F1
1.0,0.6153383607978359
1.4736842105263157,0.7740905624119528
1.9473684210526314,0.8349191163510069
2.4210526315789473,0.8591839447029034
2.894736842105263,0.8705233815531522
3.3684210526315788,0.8750116363023848
3.8421052631578947,0.8806501723276302
4.315789473684211,0.881289475823943
4.789473684210526,0.8827182668109838
5.263157894736842,0.8843156330533801
5.7368421052631575,0.8845718569960731
6.2105263157894735,0.8863567837538118
6.684210526315789,0.8868712826114534
7.157894736842105,0.8859238963619505
7.63157894736842,0.8867535607556831
8.105263157894736,0.8876363323798819
8.578947368421051,0.8882090350189129
9.052631578947368,0.8873218951333811
9.526315789473683,0.8887239946130804
10.0,0.8895573084346294
