sample_scaling,F1
1.0,0.9458167330677291
1.6896551724137931,0.9551641313050441
2.3793103448275863,0.9554395824969891
3.0689655172413794,0.9546366920915295
3.7586206896551726,0.9574638844301765
4.448275862068966,0.9562424729024488
5.137931034482759,0.9536370903277377
5.827586206896552,0.9559294871794872
6.517241379310345,0.9578143832864604
7.206896551724139,0.9554753309265945
7.8965517241379315,0.9569069673781716
8.586206896551724,0.9555110220440882
9.275862068965518,0.954326923076923
9.965517241379311,0.9543999999999999
10.655172413793103,0.9586179188429088
11.344827586206897,0.954326923076923
12.03448275862069,0.9582329317269076
12.724137931034484,0.9562775772162054
13.413793103448278,0.9573954983922829
14.10344827586207,0.9558587479935795
14.793103448275863,0.9535628502802241
15.482758620689657,0.9562775772162054
16.17241379310345,0.9578820697954271
16.862068965517242,0.9566960705693666
17.551724137931036,0.956172094893446
18.24137931034483,0.9581993569131833
18.931034482758623,0.9566960705693666
19.620689655172416,0.9566265060240963
20.310344827586206,0.9573954983922829
21.0,0.9558232931726907
