sample_scaling,F1
1.0,0.8571428571428572
1.6896551724137931,0.9
2.3793103448275863,0.8712871287128714
3.0689655172413794,0.9090909090909091
3.7586206896551726,0.8932038834951457
4.448275862068966,0.8910891089108911
5.137931034482759,0.8910891089108911
5.827586206896552,0.8910891089108911
6.517241379310345,0.8932038834951457
7.206896551724139,0.8627450980392156
7.8965517241379315,0.888888888888889
8.586206896551724,0.88
9.275862068965518,0.8979591836734694
9.965517241379311,0.88
10.655172413793103,0.8627450980392156
11.344827586206897,0.9090909090909091
12.03448275862069,0.888888888888889
12.724137931034484,0.888888888888889
13.413793103448278,0.88
14.10344827586207,0.8979591836734694
14.793103448275863,0.8712871287128714
15.482758620689657,0.888888888888889
16.17241379310345,0.88
16.862068965517242,0.88
17.551724137931036,0.88
18.24137931034483,0.8910891089108911
18.931034482758623,0.888888888888889
19.620689655172416,0.88
20.310344827586206,0.8910891089108911
21.0,0.9090909090909091
