sample_scaling,F1
1.0,0.6906673432504274
1.4736842105263157,0.8039483118316936
1.9473684210526314,0.8480943964844926
2.4210526315789473,0.8669171856728043
2.894736842105263,0.8743856526795704
3.3684210526315788,0.8783320590872989
3.8421052631578947,0.8840709948855447
4.315789473684211,0.8867301411435107
4.789473684210526,0.8863550417026516
5.263157894736842,0.8888683995008962
5.7368421052631575,0.8880781384873149
6.2105263157894735,0.8908059725827381
6.684210526315789,0.8888979497582885
7.157894736842105,0.889502814560804
7.63157894736842,0.8915082803572726
8.105263157894736,0.8910070569525539
8.578947368421051,0.8916129562140981
9.052631578947368,0.8919486943094306
9.526315789473683,0.8944739491898558
10.0,0.892029703057419
