sample_scaling,F1,d
1.0,0.9189655172413793,3
1.4736842105263157,0.9396551724137933,3
1.9473684210526314,0.9689655172413794,3
2.4210526315789473,0.953448275862069,3
2.894736842105263,0.9775862068965517,3
3.3684210526315788,0.9741379310344828,3
3.8421052631578947,0.9879310344827585,3
4.315789473684211,0.9879310344827588,3
4.789473684210526,0.993103448275862,3
5.263157894736842,0.993103448275862,3
5.7368421052631575,0.9862068965517242,3
6.2105263157894735,0.9879310344827585,3
6.684210526315789,1.0,3
7.157894736842105,1.0,3
7.63157894736842,0.9948275862068966,3
8.105263157894736,1.0,3
8.578947368421051,0.9965517241379309,3
9.052631578947368,0.9982758620689655,3
9.526315789473683,1.0,3
10.0,0.9913793103448276,3
1.0,0.9447368421052632,5
1.4736842105263157,0.9508771929824562,5
1.9473684210526314,0.963157894736842,5
2.4210526315789473,0.9657894736842106,5
2.894736842105263,0.9578947368421054,5
3.3684210526315788,0.9754385964912281,5
3.8421052631578947,0.968421052631579,5
4.315789473684211,0.9754385964912281,5
4.789473684210526,0.9754385964912282,5
5.263157894736842,0.9719298245614036,5
5.7368421052631575,0.9754385964912281,5
6.2105263157894735,0.9798245614035087,5
6.684210526315789,0.9771929824561404,5
7.157894736842105,0.9754385964912281,5
7.63157894736842,0.9719298245614034,5
8.105263157894736,0.9798245614035087,5
8.578947368421051,0.9842105263157895,5
9.052631578947368,0.9780701754385964,5
9.526315789473683,0.9833333333333332,5
10.0,0.9815789473684209,5
1.0,0.8767857142857143,7
1.4736842105263157,0.875595238095238,7
1.9473684210526314,0.8744047619047619,7
2.4210526315789473,0.8779761904761905,7
2.894736842105263,0.8845238095238095,7
3.3684210526315788,0.8827380952380952,7
3.8421052631578947,0.8863095238095238,7
4.315789473684211,0.8845238095238095,7
4.789473684210526,0.8773809523809524,7
5.263157894736842,0.881547619047619,7
5.7368421052631575,0.8738095238095237,7
6.2105263157894735,0.8851190476190476,7
6.684210526315789,0.880952380952381,7
7.157894736842105,0.8797619047619047,7
7.63157894736842,0.8821428571428571,7
8.105263157894736,0.8767857142857143,7
8.578947368421051,0.874404761904762,7
9.052631578947368,0.8821428571428571,7
9.526315789473683,0.8767857142857143,7
10.0,0.8791666666666668,7
1.0,0.8409090909090908,9
1.4736842105263157,0.8431818181818181,9
1.9473684210526314,0.8327272727272726,9
2.4210526315789473,0.8268181818181819,9
2.894736842105263,0.835,9
3.3684210526315788,0.8372727272727273,9
3.8421052631578947,0.8295454545454545,9
4.315789473684211,0.8295454545454545,9
4.789473684210526,0.8336363636363636,9
5.263157894736842,0.8263636363636364,9
5.7368421052631575,0.8318181818181818,9
6.2105263157894735,0.8290909090909091,9
6.684210526315789,0.834090909090909,9
7.157894736842105,0.8290909090909091,9
7.63157894736842,0.8386363636363636,9
8.105263157894736,0.8327272727272728,9
8.578947368421051,0.8300000000000001,9
9.052631578947368,0.8281818181818181,9
9.526315789473683,0.8331818181818182,9
10.0,0.8295454545454545,9
