sample_scaling,F1
1.0,0.3135116328112258
1.4736842105263157,0.3992577070751036
1.9473684210526314,0.5397308635752612
2.4210526315789473,0.6875334338852687
2.894736842105263,0.7947435085157287
3.3684210526315788,0.856284502286712
3.8421052631578947,0.895880644688263
4.315789473684211,0.9149699830172752
4.789473684210526,0.9228566620861584
5.263157894736842,0.9312705966197466
5.7368421052631575,0.934431192835053
6.2105263157894735,0.9374330001483837
6.684210526315789,0.9404766415008003
7.157894736842105,0.9411962676382567
7.63157894736842,0.9407821474913398
8.105263157894736,0.9404315997525755
8.578947368421051,0.943379727334712
9.052631578947368,0.9402741380975765
9.526315789473683,0.9413404770943098
10.0,0.9429438825033591
