lambda,f1
0.0,0.17159763313609466
0.1111111111111111,0.8169014084507042
0.2222222222222222,0.90625
0.3333333333333333,0.9508196721311475
0.4444444444444444,0.9354838709677419
0.5555555555555556,0.90625
0.6666666666666666,0.90625
0.7777777777777777,0.90625
0.8888888888888888,0.90625
1.0,0.90625
