lambda,f1
0.0,0.3236994219653179
0.013793103448275864,0.339304531085353
0.027586206896551727,0.37850467289719625
0.04137931034482759,0.4302788844621514
0.055172413793103454,0.4610951008645533
0.06896551724137932,0.47891566265060237
0.08275862068965519,0.5039619651347068
0.09655172413793105,0.5154975530179445
0.11034482758620691,0.5238095238095238
0.12413793103448277,0.5070921985815603
0.13793103448275865,0.5148148148148147
0.1517241379310345,0.5155038759689923
0.16551724137931037,0.5203252032520325
0.17931034482758623,0.5269709543568465
0.1931034482758621,0.5506607929515418
0.20689655172413796,0.5339168490153172
0.22068965517241382,0.5342465753424658
0.23448275862068968,0.5311778290993072
0.24827586206896554,0.5419664268585132
0.2620689655172414,0.5326876513317191
0.2758620689655173,0.5178147268408552
0.2896551724137931,0.5192307692307693
0.303448275862069,0.5183374083129584
0.31724137931034485,0.5135802469135803
0.33103448275862074,0.5076142131979696
0.3448275862068966,0.48899755501222497
0.35862068965517246,0.49253731343283585
0.3724137931034483,0.495
0.3862068965517242,0.5089058524173028
0.4,0.5076923076923077
