lambda,f1
0.0,0.9704142011834319
0.013793103448275864,0.9663608562691132
0.027586206896551727,0.9500000000000001
0.04137931034482759,0.9312500000000001
0.055172413793103454,0.9142857142857143
0.06896551724137932,0.8794788273615635
0.08275862068965519,0.8609271523178809
0.09655172413793105,0.832214765100671
0.11034482758620691,0.8203389830508474
0.12413793103448277,0.8082191780821918
0.13793103448275865,0.7832167832167831
0.1517241379310345,0.7703180212014133
0.16551724137931037,0.7482014388489209
0.17931034482758623,0.7391304347826088
0.1931034482758621,0.7179487179487181
0.20689655172413796,0.6842105263157894
0.22068965517241382,0.6564885496183206
0.23448275862068968,0.640926640926641
0.24827586206896554,0.6196078431372549
0.2620689655172414,0.6141732283464567
0.2758620689655173,0.6141732283464567
0.2896551724137931,0.6141732283464567
0.303448275862069,0.5943775100401607
0.31724137931034485,0.5943775100401607
0.33103448275862074,0.5943775100401607
0.3448275862068966,0.592
0.35862068965517246,0.5748987854251012
0.3724137931034483,0.5514403292181069
0.3862068965517242,0.5271966527196652
0.4,0.5084745762711864
