lambda,f1
0.0,0.9940828402366864
0.013793103448275864,0.9130434782608696
0.027586206896551727,0.8484848484848484
0.04137931034482759,0.8226600985221674
0.055172413793103454,0.7999999999999999
0.06896551724137932,0.7802469135802469
0.08275862068965519,0.7684729064039408
0.09655172413793105,0.762836185819071
0.11034482758620691,0.7512437810945274
0.12413793103448277,0.7392405063291139
0.13793103448275865,0.7208121827411167
0.1517241379310345,0.7113402061855671
0.16551724137931037,0.7012987012987013
0.17931034482758623,0.6858638743455497
0.1931034482758621,0.6894736842105262
0.20689655172413796,0.6791443850267379
0.22068965517241382,0.6720430107526882
0.23448275862068968,0.679245283018868
0.24827586206896554,0.681081081081081
0.2620689655172414,0.6883468834688347
0.2758620689655173,0.6794520547945205
0.2896551724137931,0.6721763085399448
0.303448275862069,0.6685082872928176
0.31724137931034485,0.6722222222222223
0.33103448275862074,0.6629213483146067
0.3448275862068966,0.6457142857142858
0.35862068965517246,0.6340057636887608
0.3724137931034483,0.622093023255814
0.3862068965517242,0.6158357771260997
0.4,0.6153846153846154
