lambda,f1
0.1,0.6772009029345373
0.11034482758620691,0.6821345707656612
0.1206896551724138,0.6843373493975903
0.1310344827586207,0.6779661016949152
0.1413793103448276,0.6881188118811881
0.1517241379310345,0.684863523573201
0.1620689655172414,0.6766917293233082
0.1724137931034483,0.6750629722921915
0.1827586206896552,0.6701030927835052
0.1931034482758621,0.6788511749347258
0.20344827586206898,0.6755319148936171
0.2137931034482759,0.6630727762803234
0.2241379310344828,0.6557377049180327
0.23448275862068968,0.6629834254143646
0.24482758620689657,0.6556473829201102
0.2551724137931035,0.647887323943662
0.2655172413793104,0.6458923512747875
0.27586206896551724,0.6381766381766381
0.28620689655172415,0.6342857142857145
0.29655172413793107,0.6361031518624642
0.306896551724138,0.6397694524495676
0.3172413793103449,0.6318840579710145
0.32758620689655177,0.6158357771260997
0.33793103448275863,0.6094674556213018
0.34827586206896555,0.6107784431137724
0.35862068965517246,0.6126126126126126
0.3689655172413794,0.606060606060606
0.3793103448275863,0.60790273556231
0.3896551724137931,0.6036585365853658
0.4,0.5969230769230769
