lambda,Fnorm,KL,MCC,sensitivity,specificity,f1,plot_paths
0.0,0.302754983196967,-0.1715249594144268,0.9925854430626138,0.995114006514658,0.998860009119927,0.9934959349593496,experiment_logs/n_100_scale_5/alpha_0.950\sparsity_patterns_lambda_0.000.png
0.1111111111111111,3.178663093260721,18.949160523943732,0.9395422508647876,0.9657980456026058,0.989626082991336,0.9469061876247504,experiment_logs/n_100_scale_5/alpha_0.950\sparsity_patterns_lambda_0.111.png
0.2222222222222222,4.916426326566984,38.862431418095014,0.8247680040520754,0.8623778501628665,0.9754901960784313,0.8465227817745802,experiment_logs/n_100_scale_5/alpha_0.950\sparsity_patterns_lambda_0.222.png
0.3333333333333333,6.087902295541121,58.764430806320206,0.7534417751502305,0.7833876221498371,0.9697902416780666,0.7837067209775967,experiment_logs/n_100_scale_5/alpha_0.950\sparsity_patterns_lambda_0.333.png
0.4444444444444444,6.914290831557001,78.00202715960933,0.6899205479176937,0.7035830618892508,0.967282261741906,0.7263556116015132,experiment_logs/n_100_scale_5/alpha_0.950\sparsity_patterns_lambda_0.444.png
0.5555555555555556,7.516040984515432,96.21765337906146,0.6532657034813762,0.6425081433224755,0.9694482444140446,0.6905908096280087,experiment_logs/n_100_scale_5/alpha_0.950\sparsity_patterns_lambda_0.556.png
0.6666666666666666,7.981260527538595,113.60953973920655,0.6120012227995192,0.5798045602605864,0.9710442316461468,0.6490428441203282,experiment_logs/n_100_scale_5/alpha_0.950\sparsity_patterns_lambda_0.667.png
0.7777777777777777,8.342176248806982,129.99204703771503,0.5731590636395584,0.5203583061889251,0.9730962152302781,0.6077032810271041,experiment_logs/n_100_scale_5/alpha_0.950\sparsity_patterns_lambda_0.778.png
0.8888888888888888,8.63862803736357,145.64313805150263,0.552044896098358,0.48778501628664495,0.9744642042863657,0.5841053144807411,experiment_logs/n_100_scale_5/alpha_0.950\sparsity_patterns_lambda_0.889.png
1.0,8.886228873895973,160.57212894399487,0.5335562651290419,0.4600977198697068,0.9756041951664387,0.5630293971101146,experiment_logs/n_100_scale_5/alpha_0.950\sparsity_patterns_lambda_1.000.png
