lambda,f1
0.0,0.9014084507042254
0.2222222222222222,1.0
0.4444444444444444,0.2465753424657534
0.6666666666666666,0.0
0.8888888888888888,0.0
1.1111111111111112,0.0
1.3333333333333333,0.0
1.5555555555555554,0.0
1.7777777777777777,0.0
2.0,0.0
