lambda,f1
0.0,0.7777777777777778
0.013793103448275864,0.9205479452054796
0.027586206896551727,0.8842105263157896
0.04137931034482759,0.8615384615384616
0.055172413793103454,0.8372093023255813
0.06896551724137932,0.8229166666666666
0.08275862068965519,0.7989556135770235
0.09655172413793105,0.779840848806366
0.11034482758620691,0.7647058823529412
0.12413793103448277,0.7493261455525607
0.13793103448275865,0.745945945945946
0.1517241379310345,0.7336956521739131
0.16551724137931037,0.7302452316076294
0.17931034482758623,0.7232876712328766
0.1931034482758621,0.7178082191780822
0.20689655172413796,0.7197802197802198
0.22068965517241382,0.7107438016528925
0.23448275862068968,0.7107438016528925
0.24827586206896554,0.709141274238227
0.2620689655172414,0.702247191011236
0.2758620689655173,0.6875
0.2896551724137931,0.6685878962536023
0.303448275862069,0.6569767441860466
0.31724137931034485,0.6568047337278107
0.33103448275862074,0.6528189910979227
0.3448275862068966,0.6467065868263473
0.35862068965517246,0.6506024096385543
0.3724137931034483,0.6402439024390244
0.3862068965517242,0.6360856269113151
0.4,0.6299694189602446
