lambda,Fnorm,KL,MCC,sensitivity,specificity,f1,plot_paths
0.1,3.1227289248150085,-2.712894836544118,0.21141429327592906,0.9642857142857143,0.20833333333333334,0.48214285714285715,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.100.png
0.14827586206896554,1.8851178825789798,-1.420166159887227,0.3188686668163347,0.9642857142857143,0.3472222222222222,0.5294117647058824,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.148.png
0.19655172413793104,1.3477174607199394,-0.32608343205131085,0.35964730350387936,0.9642857142857143,0.4027777777777778,0.5510204081632653,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.197.png
0.24482758620689657,1.1576515785073422,0.7120677247721776,0.4109099974323856,0.9642857142857143,0.4722222222222222,0.5806451612903226,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.245.png
0.2931034482758621,1.1990075130944664,1.6761065908649506,0.45166536958503856,0.9285714285714286,0.5694444444444444,0.611764705882353,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.293.png
0.3413793103448276,1.334183838770025,2.584135826688046,0.4745401899260573,0.9285714285714286,0.5972222222222222,0.6265060240963856,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.341.png
0.3896551724137931,1.5010182061298203,3.4631724386097282,0.4980031238004635,0.9285714285714286,0.625,0.6419753086419753,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.390.png
0.4379310344827586,1.6732542539519657,4.323761216136434,0.5345224838248488,0.9285714285714286,0.6666666666666666,0.6666666666666666,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.438.png
0.4862068965517241,1.8345873971133597,5.15732373271795,0.5471041068797422,0.9285714285714286,0.6805555555555556,0.6753246753246754,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.486.png
0.5344827586206896,1.9835611280314558,5.968726652704586,0.5345224838248488,0.9285714285714286,0.6666666666666666,0.6666666666666666,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.534.png
0.5827586206896551,2.1242148517988038,6.777114613183176,0.5729713359854796,0.9285714285714286,0.7083333333333334,0.6933333333333335,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.583.png
0.6310344827586206,2.256540407466577,7.577586740726968,0.5862903896799836,0.9285714285714286,0.7222222222222222,0.7027027027027025,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.631.png
0.6793103448275862,2.3821079439468313,8.370281545786597,0.5862903896799836,0.9285714285714286,0.7222222222222222,0.7027027027027025,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.679.png
0.7275862068965517,2.4963602888205236,9.144251599094865,0.5862903896799836,0.9285714285714286,0.7222222222222222,0.7027027027027025,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.728.png
0.7758620689655172,2.602474275465442,9.914961533978143,0.5862903896799836,0.9285714285714286,0.7222222222222222,0.7027027027027025,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.776.png
0.8241379310344827,2.701758773783523,10.68130878721854,0.5862903896799836,0.9285714285714286,0.7222222222222222,0.7027027027027025,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.824.png
0.8724137931034482,2.794841433464679,11.444947030600208,0.5729713359854796,0.9285714285714286,0.7083333333333334,0.6933333333333335,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.872.png
0.9206896551724137,2.881432898316085,12.205149008208991,0.5862903896799836,0.9285714285714286,0.7222222222222222,0.7027027027027025,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.921.png
0.9689655172413792,2.962387208164685,12.962965879854924,0.5998904287744498,0.9285714285714286,0.7361111111111112,0.7123287671232876,experiment_logs/n_10_scale_1.0\sparsity_patterns_lambda_0.969.png
