lambda,f1
0.0,0.988235294117647
0.013793103448275864,0.896
0.027586206896551727,0.8527918781725888
0.04137931034482759,0.8316831683168318
0.055172413793103454,0.8195121951219513
0.06896551724137932,0.7785888077858881
0.08275862068965519,0.7718446601941747
0.09655172413793105,0.762836185819071
0.11034482758620691,0.7642679900744417
0.12413793103448277,0.7531172069825437
0.13793103448275865,0.7418546365914787
0.1517241379310345,0.7146529562982005
0.16551724137931037,0.7064935064935065
0.17931034482758623,0.6929133858267716
0.1931034482758621,0.6843501326259946
0.20689655172413796,0.6773333333333332
0.22068965517241382,0.6702412868632708
0.23448275862068968,0.6557377049180327
0.24827586206896554,0.6519337016574586
0.2620689655172414,0.6368715083798883
0.2758620689655173,0.6366197183098592
0.2896551724137931,0.6288951841359773
0.303448275862069,0.6285714285714286
0.31724137931034485,0.6228571428571429
0.33103448275862074,0.6264367816091955
0.3448275862068966,0.6184971098265897
0.35862068965517246,0.6127167630057804
0.3724137931034483,0.5964912280701754
0.3862068965517242,0.6005830903790088
0.4,0.592375366568915
