lambda,Fnorm,KL,MCC,sensitivity,specificity,f1,plot_paths
0.0,0.495650919463362,-0.5327182964179684,0.43944608773821564,0.9921875,0.7058823529411765,0.4341880341880342,experiment_logs/n_50_scale_5/alpha_0.950\sparsity_patterns_lambda_0.000.png
0.1111111111111111,1.2332780471930216,5.782084927399914,0.9426886078345486,0.9921875,0.9884135472370766,0.9477611940298508,experiment_logs/n_50_scale_5/alpha_0.950\sparsity_patterns_lambda_0.111.png
0.2222222222222222,2.147808417416095,12.196055536398966,0.8710396159083769,0.93359375,0.9795008912655971,0.8835489833641406,experiment_logs/n_50_scale_5/alpha_0.950\sparsity_patterns_lambda_0.222.png
0.3333333333333333,2.801226051463899,18.64753595822117,0.8335509408397956,0.87890625,0.9786096256684492,0.8506616257088847,experiment_logs/n_50_scale_5/alpha_0.950\sparsity_patterns_lambda_0.333.png
0.4444444444444444,3.3005944545508,25.020015540935574,0.801219339172438,0.828125,0.9786096256684492,0.8217054263565892,experiment_logs/n_50_scale_5/alpha_0.950\sparsity_patterns_lambda_0.444.png
0.5555555555555556,3.6903753285672547,31.20780296792242,0.7827489768242256,0.796875,0.9790552584670231,0.8047337278106509,experiment_logs/n_50_scale_5/alpha_0.950\sparsity_patterns_lambda_0.556.png
0.6666666666666666,4.017876883065415,37.335208481644045,0.7554504840497983,0.75,0.9799465240641712,0.7789046653144017,experiment_logs/n_50_scale_5/alpha_0.950\sparsity_patterns_lambda_0.667.png
0.7777777777777777,4.29627278902638,43.365752784390764,0.7309154582954047,0.7109375,0.9803921568627451,0.7551867219917012,experiment_logs/n_50_scale_5/alpha_0.950\sparsity_patterns_lambda_0.778.png
0.8888888888888888,4.531575716983921,49.184328921076116,0.7077908446305515,0.671875,0.9812834224598931,0.7319148936170213,experiment_logs/n_50_scale_5/alpha_0.950\sparsity_patterns_lambda_0.889.png
1.0,4.736937483987141,54.86783011740141,0.6973202656080105,0.6484375,0.982620320855615,0.7201735357917571,experiment_logs/n_50_scale_5/alpha_0.950\sparsity_patterns_lambda_1.000.png
