lambda,f1
0.0,0.32941176470588235
0.013793103448275864,0.6187845303867404
0.027586206896551727,0.6774193548387097
0.04137931034482759,0.6747474747474748
0.055172413793103454,0.6586345381526104
0.06896551724137932,0.6572008113590264
0.08275862068965519,0.6611909650924025
0.09655172413793105,0.6584362139917694
0.11034482758620691,0.6430062630480167
0.12413793103448277,0.6425531914893617
0.13793103448275865,0.6437768240343349
0.1517241379310345,0.6297872340425532
0.16551724137931037,0.6279569892473118
0.17931034482758623,0.5945945945945946
0.1931034482758621,0.5932203389830509
0.20689655172413796,0.5902335456475585
0.22068965517241382,0.5793991416309013
0.23448275862068968,0.5813449023861171
0.24827586206896554,0.5751633986928104
0.2620689655172414,0.5594713656387664
0.2758620689655173,0.5506607929515418
0.2896551724137931,0.5478841870824053
0.303448275862069,0.5413870246085012
0.31724137931034485,0.5348314606741573
0.33103448275862074,0.528216704288939
0.3448275862068966,0.5158371040723981
0.35862068965517246,0.5193621867881548
0.3724137931034483,0.5193621867881548
0.3862068965517242,0.5161290322580646
0.4,0.5046296296296297
