lambda,f1
0.0,1.0
0.013793103448275864,0.9693251533742331
0.027586206896551727,0.9500000000000001
0.04137931034482759,0.9265175718849841
0.055172413793103454,0.9161290322580644
0.06896551724137932,0.888157894736842
0.08275862068965519,0.861842105263158
0.09655172413793105,0.84
0.11034482758620691,0.8266666666666667
0.12413793103448277,0.8080808080808081
0.13793103448275865,0.7793103448275862
0.1517241379310345,0.7708333333333333
0.16551724137931037,0.7665505226480835
0.17931034482758623,0.7508771929824561
0.1931034482758621,0.7482517482517482
0.20689655172413796,0.736842105263158
0.22068965517241382,0.7183098591549295
0.23448275862068968,0.7092198581560283
0.24827586206896554,0.7000000000000001
0.2620689655172414,0.6953405017921147
0.2758620689655173,0.6763636363636364
0.2896551724137931,0.6666666666666667
0.303448275862069,0.6568265682656826
0.31724137931034485,0.6492537313432836
0.33103448275862074,0.651685393258427
0.3448275862068966,0.6466165413533834
0.35862068965517246,0.6466165413533834
0.3724137931034483,0.6439393939393939
0.3862068965517242,0.6387832699619771
0.4,0.633587786259542
