lambda,f1
0.0,0.3236994219653179
0.013793103448275864,0.4009603841536615
0.027586206896551727,0.4729344729344729
0.04137931034482759,0.5430894308943089
0.055172413793103454,0.5970695970695971
0.06896551724137932,0.6205533596837944
0.08275862068965519,0.6382978723404256
0.09655172413793105,0.6311300639658848
0.11034482758620691,0.6294642857142856
0.12413793103448277,0.5870020964360587
0.13793103448275865,0.5879828326180258
0.1517241379310345,0.5982532751091704
0.16551724137931037,0.6
0.17931034482758623,0.599078341013825
0.1931034482758621,0.6
0.20689655172413796,0.6037735849056604
0.22068965517241382,0.6028708133971292
0.23448275862068968,0.578088578088578
0.24827586206896554,0.5381165919282511
0.2620689655172414,0.5321100917431193
0.2758620689655173,0.5373831775700935
0.2896551724137931,0.5528846153846154
0.303448275862069,0.5393794749403341
0.31724137931034485,0.5450121654501217
0.33103448275862074,0.5441176470588235
0.3448275862068966,0.5401459854014599
0.35862068965517246,0.5436893203883496
0.3724137931034483,0.5378973105134474
0.3862068965517242,0.5281173594132029
0.4,0.5270935960591133
