lambda,f1
0.0,0.3236994219653179
0.013793103448275864,0.448
0.027586206896551727,0.5367412140575081
0.04137931034482759,0.5896980461811723
0.055172413793103454,0.618595825426945
0.06896551724137932,0.6276803118908382
0.08275862068965519,0.6247464503042596
0.09655172413793105,0.6115702479338843
0.11034482758620691,0.6186440677966103
0.12413793103448277,0.6277056277056277
0.13793103448275865,0.631346578366446
0.1517241379310345,0.5991561181434599
0.16551724137931037,0.5974576271186441
0.17931034482758623,0.5922746781115878
0.1931034482758621,0.5965665236051502
0.20689655172413796,0.5935483870967742
0.22068965517241382,0.5961123110151187
0.23448275862068968,0.591304347826087
0.24827586206896554,0.589010989010989
0.2620689655172414,0.5789473684210527
0.2758620689655173,0.5720620842572062
0.2896551724137931,0.5668934240362812
0.303448275862069,0.5528089887640448
0.31724137931034485,0.545045045045045
0.33103448275862074,0.5400457665903889
0.3448275862068966,0.5277777777777777
0.35862068965517246,0.5209302325581395
0.3724137931034483,0.5174825174825175
0.3862068965517242,0.5140186915887851
0.4,0.5152224824355972
