lambda,f1
0.0,1.0
0.013793103448275864,0.9940119760479043
0.027586206896551727,0.9818181818181818
0.04137931034482759,0.9818181818181818
0.055172413793103454,0.962962962962963
0.06896551724137932,0.9433962264150945
0.08275862068965519,0.930379746835443
0.09655172413793105,0.8974358974358975
0.11034482758620691,0.8552631578947368
0.12413793103448277,0.8372093023255814
0.13793103448275865,0.825082508250825
0.1517241379310345,0.8172757475083056
0.16551724137931037,0.8
0.17931034482758623,0.7755102040816326
0.1931034482758621,0.7645051194539249
0.20689655172413796,0.7298245614035087
0.22068965517241382,0.7163120567375886
0.23448275862068968,0.6884057971014493
0.24827586206896554,0.6836363636363636
0.2620689655172414,0.6666666666666667
0.2758620689655173,0.6441947565543071
0.2896551724137931,0.6339622641509434
0.303448275862069,0.6339622641509434
0.31724137931034485,0.6106870229007634
0.33103448275862074,0.5968992248062015
0.3448275862068966,0.5803921568627451
0.35862068965517246,0.5748031496062993
0.3724137931034483,0.5691699604743083
0.3862068965517242,0.5577689243027889
0.4,0.5344129554655871
