lambda,f1
0.0,0.6095238095238095
0.010344827586206896,0.7664670658682634
0.020689655172413793,0.888888888888889
0.03103448275862069,0.9696969696969697
0.041379310344827586,0.9846153846153847
0.05172413793103448,0.9922480620155039
0.06206896551724138,0.9922480620155039
0.07241379310344828,1.0
0.08275862068965517,1.0
0.09310344827586206,1.0
0.10344827586206896,1.0
0.11379310344827587,1.0
0.12413793103448276,1.0
0.13448275862068965,1.0
0.14482758620689656,1.0
0.15517241379310345,0.9922480620155039
0.16551724137931034,0.9922480620155039
0.17586206896551723,0.9922480620155039
0.18620689655172412,0.9922480620155039
0.19655172413793104,0.9846153846153847
0.20689655172413793,0.9846153846153847
0.21724137931034482,0.9846153846153847
0.22758620689655173,0.9770992366412213
0.23793103448275862,0.9770992366412213
0.2482758620689655,0.9770992366412213
0.25862068965517243,0.9770992366412213
0.2689655172413793,0.9770992366412213
0.2793103448275862,0.9770992366412213
0.2896551724137931,0.9696969696969697
0.3,0.9696969696969697
