sample_scaling,F1,d
1.0,0.1634077491527951,3
3.4285714285714284,0.25078961814042716,3
5.857142857142857,0.4755981791143652,3
8.285714285714285,0.6289195183500764,3
10.714285714285714,0.7862831437638558,3
13.142857142857142,0.9121215342346141,3
15.57142857142857,0.9539787732268238,3
18.0,0.9663176121385991,3
20.428571428571427,0.9815965620531898,3
22.857142857142854,0.9882878197410012,3
25.285714285714285,0.9922623301446556,3
27.71428571428571,0.9991452991452991,3
30.14285714285714,0.9965506987808505,3
32.57142857142857,0.9964912280701753,3
35.0,0.9982456140350877,3
1.0,0.45424207228932795,5
3.4285714285714284,0.9443850072155788,5
5.857142857142857,0.976781474821923,5
8.285714285714285,0.9812569605532844,5
10.714285714285714,0.9870788504159913,5
13.142857142857142,0.991102875389225,5
15.57142857142857,0.9924561216401105,5
18.0,0.9888965973664815,5
20.428571428571427,0.9866106128253083,5
22.857142857142854,0.9897576897378719,5
25.285714285714285,0.993333175537573,5
27.71428571428571,0.9915711658878982,5
30.14285714285714,0.9897573694006777,5
32.57142857142857,0.9915554150863887,5
35.0,0.9946586599241467,5
1.0,0.731355764182702,7
3.4285714285714284,0.9179070321380293,7
5.857142857142857,0.9237998395582812,7
8.285714285714285,0.9258662716009249,7
10.714285714285714,0.9278349288825967,7
13.142857142857142,0.9254478239424572,7
15.57142857142857,0.929590091098404,7
18.0,0.9275058488038244,7
20.428571428571427,0.9261184412647177,7
22.857142857142854,0.9295640417529787,7
25.285714285714285,0.9302392495023643,7
27.71428571428571,0.9295684049305597,7
30.14285714285714,0.9329612556195928,7
32.57142857142857,0.9302412972556796,7
35.0,0.9271794451682629,7
1.0,0.8816087272496096,9
3.4285714285714284,0.9274541634765903,9
5.857142857142857,0.932417924913608,9
8.285714285714285,0.9336799959402882,9
10.714285714285714,0.9356963610840042,9
13.142857142857142,0.9345099315264186,9
15.57142857142857,0.933088364029372,9
18.0,0.9330517956821929,9
20.428571428571427,0.9351181330869599,9
22.857142857142854,0.9346499664925373,9
25.285714285714285,0.9348534452240929,9
27.71428571428571,0.9356366285125892,9
30.14285714285714,0.9353917024716086,9
32.57142857142857,0.9343914472375735,9
35.0,0.9366647812584941,9
