lambda,Fnorm,KL,MCC,sensitivity,specificity,f1,plot_paths
0.0,0.6602557619856895,-0.7144719734390037,0.9708637515489239,0.9979445015416238,0.9971619277868292,0.971971971971972,experiment_logs/n_200_scale_5/alpha_0.980\sparsity_patterns_lambda_0.000.png
0.05555555555555555,1.747784268544926,15.813534856808133,0.991625622071082,0.9917780061664954,0.9996058233037263,0.9920328964276536,experiment_logs/n_200_scale_5/alpha_0.980\sparsity_patterns_lambda_0.056.png
0.1111111111111111,3.187421345480309,32.4838975274277,0.9689958389847904,0.9722507708119219,0.9983970147684869,0.9705052577583996,experiment_logs/n_200_scale_5/alpha_0.980\sparsity_patterns_lambda_0.111.png
0.16666666666666666,4.417415171882011,49.60935519335021,0.9393076194536437,0.9434737923946557,0.9969779786619015,0.9422632794457275,experiment_logs/n_200_scale_5/alpha_0.980\sparsity_patterns_lambda_0.167.png
0.2222222222222222,5.466400228703386,67.05526620079019,0.9074773606480353,0.9131551901336074,0.9954275503232249,0.911983577110598,experiment_logs/n_200_scale_5/alpha_0.980\sparsity_patterns_lambda_0.222.png
0.2777777777777778,6.362520721483512,84.66042453789788,0.8738399557604999,0.8776978417266187,0.9940085142166395,0.8799587841318909,experiment_logs/n_200_scale_5/alpha_0.980\sparsity_patterns_lambda_0.278.png
0.3333333333333333,7.123003224807584,102.20856990761632,0.8441889687329466,0.8437821171634121,0.9929573763599095,0.8516597510373445,experiment_logs/n_200_scale_5/alpha_0.980\sparsity_patterns_lambda_0.333.png
0.38888888888888884,7.776561357883952,119.64539774719111,0.8190404640843278,0.8124357656731758,0.9922741367530351,0.8275320596702433,experiment_logs/n_200_scale_5/alpha_0.980\sparsity_patterns_lambda_0.389.png
0.4444444444444444,8.347558161920912,136.97783233662773,0.7942405903818108,0.7785200411099692,0.9918536816103432,0.8035003977724743,experiment_logs/n_200_scale_5/alpha_0.980\sparsity_patterns_lambda_0.444.png
0.5,8.84407723671857,154.06094343031208,0.7689509115078833,0.7446043165467626,0.9914332264676512,0.77882289707068,experiment_logs/n_200_scale_5/alpha_0.980\sparsity_patterns_lambda_0.500.png
