lambda,f1
0.0,0.4097560975609756
0.013793103448275864,0.5553719008264463
0.027586206896551727,0.6640316205533597
0.04137931034482759,0.7236842105263158
0.055172413793103454,0.7387387387387387
0.06896551724137932,0.7353629976580796
0.08275862068965519,0.7203791469194312
0.09655172413793105,0.7146282973621103
0.11034482758620691,0.7070217917675545
0.12413793103448277,0.7139364303178484
0.13793103448275865,0.7093596059113301
0.1517241379310345,0.706766917293233
0.16551724137931037,0.6967418546365916
0.17931034482758623,0.6870229007633588
0.1931034482758621,0.6836734693877551
0.20689655172413796,0.6666666666666666
0.22068965517241382,0.6578947368421054
0.23448275862068968,0.6524064171122994
0.24827586206896554,0.6559139784946236
0.2620689655172414,0.6521739130434783
0.2758620689655173,0.6408839779005525
0.2896551724137931,0.6350974930362118
0.303448275862069,0.6214689265536724
0.31724137931034485,0.6303724928366763
0.33103448275862074,0.6303724928366763
0.3448275862068966,0.6300578034682082
0.35862068965517246,0.6279069767441862
0.3724137931034483,0.6235294117647059
0.3862068965517242,0.6235294117647059
0.4,0.6235294117647059
