lambda,f1
0.0,0.9710982658959537
0.013793103448275864,0.9256198347107438
0.027586206896551727,0.850632911392405
0.04137931034482759,0.8177339901477833
0.055172413793103454,0.7990196078431373
0.06896551724137932,0.7733990147783251
0.08275862068965519,0.7567567567567567
0.09655172413793105,0.7444168734491314
0.11034482758620691,0.7455919395465994
0.12413793103448277,0.7392405063291139
0.13793103448275865,0.7272727272727273
0.1517241379310345,0.7341772151898734
0.16551724137931037,0.7258883248730964
0.17931034482758623,0.7076923076923075
0.1931034482758621,0.7080103359173128
0.20689655172413796,0.7049608355091385
0.22068965517241382,0.7000000000000001
0.23448275862068968,0.6880000000000001
0.24827586206896554,0.6594594594594594
0.2620689655172414,0.6558265582655826
0.2758620689655173,0.652054794520548
0.2896551724137931,0.6481994459833795
0.303448275862069,0.649859943977591
0.31724137931034485,0.655367231638418
0.33103448275862074,0.6552706552706553
0.3448275862068966,0.6455331412103746
0.35862068965517246,0.6492753623188406
0.3724137931034483,0.6510263929618768
0.3862068965517242,0.6488095238095238
0.4,0.6507462686567165
