lambda,f1
0.0,0.3287671232876712
0.013793103448275864,0.6627218934911243
0.027586206896551727,0.6985446985446986
0.04137931034482759,0.6974789915966387
0.055172413793103454,0.6982758620689655
0.06896551724137932,0.6593406593406593
0.08275862068965519,0.6355555555555555
0.09655172413793105,0.6351351351351352
0.11034482758620691,0.6119733924611973
0.12413793103448277,0.6067415730337078
0.13793103448275865,0.6093023255813954
0.1517241379310345,0.611764705882353
0.16551724137931037,0.6142857142857143
0.17931034482758623,0.6128266033254157
0.1931034482758621,0.610576923076923
0.20689655172413796,0.615
0.22068965517241382,0.5647058823529413
0.23448275862068968,0.5592417061611373
0.24827586206896554,0.5603864734299517
0.2620689655172414,0.5498783454987834
0.2758620689655173,0.5432098765432098
0.2896551724137931,0.5422885572139303
0.303448275862069,0.5399999999999999
0.31724137931034485,0.5390428211586902
0.33103448275862074,0.5745257452574526
0.3448275862068966,0.5706521739130436
0.35862068965517246,0.5597826086956522
0.3724137931034483,0.520408163265306
0.3862068965517242,0.5444743935309974
0.4,0.5405405405405405
