lambda,f1
0.0,0.3268482490272373
0.013793103448275864,0.6187845303867404
0.027586206896551727,0.7384615384615384
0.04137931034482759,0.7567567567567568
0.055172413793103454,0.7437641723356009
0.06896551724137932,0.7096774193548387
0.08275862068965519,0.6712962962962962
0.09655172413793105,0.6713286713286714
0.11034482758620691,0.6555819477434679
0.12413793103448277,0.6295399515738499
0.13793103448275865,0.6072289156626506
0.1517241379310345,0.5790754257907542
0.16551724137931037,0.5637254901960784
0.17931034482758623,0.5467980295566502
0.1931034482758621,0.5392156862745098
0.20689655172413796,0.5365853658536586
0.22068965517241382,0.5359801488833746
0.23448275862068968,0.5326633165829145
0.24827586206896554,0.537084398976982
0.2620689655172414,0.5295629820051414
0.2758620689655173,0.5322997416020671
0.2896551724137931,0.5378590078328982
0.303448275862069,0.5251989389920425
0.31724137931034485,0.521505376344086
0.33103448275862074,0.5150684931506848
0.3448275862068966,0.5168539325842697
0.35862068965517246,0.5141242937853108
0.3724137931034483,0.5185185185185185
0.3862068965517242,0.5244956772334294
0.4,0.5317919075144508
