lambda,Fnorm,KL,MCC,sensitivity,specificity,f1,plot_paths
0.0,0.7359668635073429,-0.33542883536832235,0.15946187947531343,1.0,0.2154696132596685,0.21111111111111114,experiment_logs/n_20_scale_5/alpha_0.950\sparsity_patterns_lambda_0.000.png
0.1111111111111111,0.4892810224689708,1.5296680533335199,0.4669256359542301,1.0,0.7458563535911602,0.4523809523809524,experiment_logs/n_20_scale_5/alpha_0.950\sparsity_patterns_lambda_0.111.png
0.2222222222222222,0.7038194543652867,3.295632149423696,0.7400709003727756,0.9736842105263158,0.9337016574585635,0.7474747474747474,experiment_logs/n_20_scale_5/alpha_0.950\sparsity_patterns_lambda_0.222.png
0.3333333333333333,0.9440286831711936,4.98232296097645,0.930611354956413,0.9736842105263158,0.988950276243094,0.9367088607594938,experiment_logs/n_20_scale_5/alpha_0.950\sparsity_patterns_lambda_0.333.png
0.4444444444444444,1.1698302254831012,6.6486210079559065,0.9418435591741785,0.9473684210526315,0.994475138121547,0.9473684210526315,experiment_logs/n_20_scale_5/alpha_0.950\sparsity_patterns_lambda_0.444.png
0.5555555555555556,1.3759515959195228,8.32238314746817,0.9418435591741785,0.9473684210526315,0.994475138121547,0.9473684210526315,experiment_logs/n_20_scale_5/alpha_0.950\sparsity_patterns_lambda_0.556.png
0.6666666666666666,1.5619393532581205,10.011389529694103,0.9559663476147265,0.9473684210526315,0.9972375690607734,0.9599999999999999,experiment_logs/n_20_scale_5/alpha_0.950\sparsity_patterns_lambda_0.667.png
0.7777777777777777,1.7312443849343009,11.722330172115907,0.9408580199378604,0.9210526315789473,0.9972375690607734,0.9459459459459458,experiment_logs/n_20_scale_5/alpha_0.950\sparsity_patterns_lambda_0.778.png
0.8888888888888888,1.8852858029928101,13.451167666718888,0.9408580199378604,0.9210526315789473,0.9972375690607734,0.9459459459459458,experiment_logs/n_20_scale_5/alpha_0.950\sparsity_patterns_lambda_0.889.png
1.0,2.0245779724710364,15.185462304458078,0.9408580199378604,0.9210526315789473,0.9972375690607734,0.9459459459459458,experiment_logs/n_20_scale_5/alpha_0.950\sparsity_patterns_lambda_1.000.png
