lambda,f1
0.0,0.3243243243243243
0.013793103448275864,0.39344262295081966
0.027586206896551727,0.45466847090663054
0.04137931034482759,0.5179407176287052
0.055172413793103454,0.5498281786941581
0.06896551724137932,0.575591985428051
0.08275862068965519,0.6085271317829458
0.09655172413793105,0.6181818181818183
0.11034482758620691,0.625514403292181
0.12413793103448277,0.6268041237113402
0.13793103448275865,0.6247379454926625
0.1517241379310345,0.6070686070686071
0.16551724137931037,0.6079664570230607
0.17931034482758623,0.6121593291404612
0.1931034482758621,0.6120689655172413
0.20689655172413796,0.6247191011235955
0.22068965517241382,0.5811965811965811
0.23448275862068968,0.5780590717299579
0.24827586206896554,0.5756929637526652
0.2620689655172414,0.5720430107526883
0.2758620689655173,0.5645514223194747
0.2896551724137931,0.5553047404063205
0.303448275862069,0.5576036866359447
0.31724137931034485,0.5607476635514019
0.33103448275862074,0.5497630331753555
0.3448275862068966,0.5463182897862232
0.35862068965517246,0.5441527446300716
0.3724137931034483,0.5103448275862069
0.3862068965517242,0.5105386416861827
0.4,0.5094339622641509
