lambda,f1
0.0,0.3243243243243243
0.013793103448275864,0.4834532374100719
0.027586206896551727,0.5813148788927336
0.04137931034482759,0.6292134831460674
0.055172413793103454,0.6485436893203883
0.06896551724137932,0.6418786692759295
0.08275862068965519,0.6057142857142858
0.09655172413793105,0.6003824091778203
0.11034482758620691,0.5805243445692884
0.12413793103448277,0.5823754789272031
0.13793103448275865,0.5780346820809248
0.1517241379310345,0.5736434108527131
0.16551724137931037,0.5758157389635317
0.17931034482758623,0.576923076923077
0.1931034482758621,0.5714285714285715
0.20689655172413796,0.5787401574803149
0.22068965517241382,0.5736738703339882
0.23448275862068968,0.5668662674650699
0.24827586206896554,0.5720164609053497
0.2620689655172414,0.575
0.2758620689655173,0.5677966101694916
0.2896551724137931,0.5615550755939525
0.303448275862069,0.5450733752620545
0.31724137931034485,0.5412262156448203
0.33103448275862074,0.5353319057815846
0.3448275862068966,0.5258620689655172
0.35862068965517246,0.5162689804772235
0.3724137931034483,0.5141612200435729
0.3862068965517242,0.5175438596491229
0.4,0.5054945054945055
