lambda,f1
0.0,0.3236994219653179
0.013793103448275864,0.36963696369636967
0.027586206896551727,0.40586797066014674
0.04137931034482759,0.43641231593038826
0.055172413793103454,0.4624447717231222
0.06896551724137932,0.496
0.08275862068965519,0.5250431778929189
0.09655172413793105,0.5569620253164558
0.11034482758620691,0.56353591160221
0.12413793103448277,0.5654648956356736
0.13793103448275865,0.569767441860465
0.1517241379310345,0.5609284332688588
0.16551724137931037,0.5650406504065041
0.17931034482758623,0.5702306079664571
0.1931034482758621,0.5458248472505092
0.20689655172413796,0.5319999999999999
0.22068965517241382,0.48854961832061067
0.23448275862068968,0.48940269749518306
0.24827586206896554,0.4835589941972921
0.2620689655172414,0.47953216374269
0.2758620689655173,0.47265625
0.2896551724137931,0.47904191616766467
0.303448275862069,0.4817813765182186
0.31724137931034485,0.4843423799582463
0.33103448275862074,0.5043859649122807
0.3448275862068966,0.5180180180180181
0.35862068965517246,0.5010989010989011
0.3724137931034483,0.475
0.3862068965517242,0.4631147540983606
0.4,0.45656565656565656
